Adak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:adak
Akiak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:akiak
Akutan,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:akutan
Alakanuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:alakanuk
Aleknagik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:aleknagik
Allakaket,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:allakaket
Ambler,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:ambler
Anaktuvuk Pass,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:anaktuvuk_pass
Anchorage,AK,Region II Elections Office,(907) 522-8683,ocd-division/country:us/state:ak/borough:anchorage
Anderson,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:anderson
Angoon,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/census_area:hoonah-angoon
Aniak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:aniak
Anvik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:anvik
Atqasuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:atqasuk
Barrow,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:barrow
Bethel,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:bethel
Bettles,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:bettles
Brevig Mission,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:brevig_mission
Buckland,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:buckland
Chefornak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:chefornak
Chevak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:chevak
Chignik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:chignik
Chuathbaluk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:chuathbaluk
Coffman Cove,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:coffman_cove
Cold Bay,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:cold_bay
Cordova,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/census_area:valdez-cordova
Craig,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:craig
Deering,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:deering
Delta Junction,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:delta_junction
Dillingham,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:dillingham
Diomede,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:diomede
Eagle,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:eagle
Eek,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:eek
Egegik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:egegik
Ekwok,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:ekwok
Elim,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:elim
Emmonak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:emmonak
Fairbanks,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/borough:fairbanks_north_star
Fort Yukon,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:fort_yukon
Galena,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:galena
Gambell,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:gambell
Golovin,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:golovin
Goodnews Bay,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:goodnews_bay
Grayling,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:grayling
Gustavus,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:gustavus
Haines,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:haines
Holy Cross,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:holy_cross
Homer,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:homer
Hoonah,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/census_area:hoonah-angoon
Hooper Bay,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:hooper_bay
Hope,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:point_hope
Houston,AK,Region II Elections Office,(907) 373-8952,ocd-division/country:us/state:ak/place:houston
Hughes,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:hughes
Huslia,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:huslia
Hydaburg,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:hydaburg
Juneau,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:juneau
Kake,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:allakaket
Kaktovik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kaktovik
Kalskag,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:lower_kalskag
Kaltag,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kaltag
Kasaan,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:kasaan
Kenai,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:kenai_peninsula
Ketchikan,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:ketchikan_gateway
Kiana,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kiana
King Cove,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:king_cove
Kivalina,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kivalina
Klawock,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:klawock
Kobuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kobuk
Kodiak,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:kodiak_island
Kotlik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kotlik
Kotzebue,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kotzebue
Koyuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:yukon-koyukuk
Koyukuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:yukon-koyukuk
Kwethluk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:kwethluk
Larsen Bay,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:larsen_bay
Lower Kalskag,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:lower_kalskag
Manokotak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:manokotak
Marshall,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:marshall
Mcgrath,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:mcgrath
Mekoryuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:mekoryuk
Mountain Village,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:mountain_village
Napakiak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:napakiak
Napaskiak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:napaskiak
Nenana,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:nenana
New Stuyahok,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:new_stuyahok
Newhalen,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:newhalen
Nightmute,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nightmute
Nikolai,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nikolai
Nome,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:nome
Nondalton,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nondalton
Noorvik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:noorvik
North Pole,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:north_pole
Nuiqsut,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nuiqsut
Nulato,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nulato
Nunam Iqua,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nunam_iqua
Nunapitchuk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:nunapitchuk
Old Harbor,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:old_harbor
Ouzinkie,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:ouzinkie
Palmer,AK,Region II Elections Office,(907) 373-8952,ocd-division/country:us/state:ak/place:palmer
Palmer,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:palmer
Pelican,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:pelican
Petersburg,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/census_area:petersburg
Pilot Station,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:pilot_station
Point Hope,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:point_hope
Port Alexander,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:port_alexander
Port Heiden,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:port_heiden
Port Lions,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:port_lions
Quinhagak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:quinhagak
Ruby,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:ruby
Russian Mission,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:russian_mission
Sand Point,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:sand_point
Savoonga,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:savoonga
Saxman,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:saxman
Scammon Bay,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:scammon_bay
Selawik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:selawik
Seldovia,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:seldovia
Seward,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:seward
Shageluk,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:shageluk
Shaktoolik,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:shaktoolik
Shishmaref,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:shishmaref
Shungnak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:shungnak
Sitka,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:sitka
Skagway,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:skagway
Soldotna,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:soldotna
Stebbins,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:stebbins
Tanana,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:tanana
Teller,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:teller
Tenakee Springs,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:tenakee_springs
Thorne Bay,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/place:thorne_bay
Togiak,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:togiak
Tok,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:toksook_bay
Toksook Bay,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:toksook_bay
Unalakleet,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:unalakleet
Unalaska,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:unalaska
Valdez,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/census_area:valdez-cordova
Wainwright,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:wainwright
Wales,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/census_area:prince_of_wales-hyder
Wasilla,AK,Region II Elections Office,(907) 373-8952,ocd-division/country:us/state:ak/place:wasilla
White Mountain,AK,Region IV Elections Office,(907) 443-5285,ocd-division/country:us/state:ak/place:white_mountain
Whittier,AK,Region III Elections Office,(907) 451-2835,ocd-division/country:us/state:ak/place:whittier
Wrangell,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:wrangell
Yakutat,AK,Region I Elections Office,(907) 465-3021,ocd-division/country:us/state:ak/borough:yakutat
